;Date;Code INSEE région;Consommation (MW);Thermique (MW);Nucléaire (MW);Eolien (MW);Solaire (MW);Hydraulique (MW);Pompage (MW);Bioénergies (MW);Ech. physiques (MW);TCH Thermique (%);TCH Nucléaire (%);TCH Eolien (%);TCH Solaire (%);TCH Hydraulique (%);TCH Bioénergies (%);Année;Mois
801;2015-03-13;28752;1490688.5;125814.5;1980740.5;54711.0;15126.5;223210.0;-17628.5;23069.0;-162289.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
802;2015-03-14;28752;1411056.0;95753.5;1945776.0;62181.5;14065.0;197653.0;-26272.0;22912.5;-148959.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
803;2015-03-15;28752;1385436.5;84014.5;1956729.0;35643.0;11681.0;177063.5;-43795.0;22058.5;-105920.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
804;2015-03-16;28752;1531949.0;184851.5;1979063.0;16825.5;15642.0;212150.0;-12653.5;22035.0;-133924.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
805;2015-03-17;28752;1495984.0;167001.5;1979719.0;21433.5;21506.0;209630.0;-10131.5;21701.0;-162837.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
806;2015-03-18;28752;1442530.5;137432.5;1981601.0;53811.5;19274.5;190149.5;-14390.5;22020.5;-195334.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
807;2015-03-19;28752;1482549.0;129690.0;1994368.5;60761.5;19629.0;201482.0;-17961.5;22115.0;-175483.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
808;2015-03-20;28752;1494268.5;114600.0;1963726.5;50372.0;10899.5;210400.0;-23318.0;23041.5;-103395.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
809;2015-03-21;28752;1383341.0;74750.0;1919332.5;61015.5;7795.0;181512.0;-23731.5;23761.5;-109035.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
810;2015-03-22;28752;1344449.5;64124.5;1925831.5;79498.0;11710.5;156479.0;-40748.5;23374.0;-123756.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
811;2015-03-23;28752;1490901.0;166756.5;1936485.5;22888.0;20903.0;195714.5;-15741.0;21988.5;-106063.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
812;2015-03-24;28752;1527436.0;186925.0;1936542.0;23357.5;10343.5;199258.0;-16495.5;21724.5;-82184.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
813;2015-03-25;28752;1579348.5;183469.5;1952294.5;45339.0;14588.0;195438.0;-14531.5;21430.0;-66637.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
814;2015-03-26;28752;1603417.0;177690.0;1947092.0;81014.5;18277.5;202533.5;-9693.5;22355.5;-83769.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
815;2015-03-27;28752;1512463.5;158055.0;1930080.0;53471.0;22399.0;190836.5;-13566.5;22559.5;-99296.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
816;2015-03-28;28752;1335072.5;64067.5;1891246.0;99666.0;14302.0;152237.5;-17098.5;23624.0;-140909.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
817;2015-03-29;28752;1254711.0;55412.5;1806807.5;179379.0;11590.0;129363.5;-48598.5;22761.0;-149939.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
818;2015-03-30;28752;1402812.0;81580.5;1880016.5;149572.0;14327.5;194776.0;-18889.0;22109.5;-168628.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
819;2015-03-31;28752;1410870.5;79404.0;1877231.5;182204.5;18671.5;206749.0;-17052.5;22220.0;-206525.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;1728
820;2015-04-01;28752;1456095.5;80504.0;1884068.0;133883.0;24780.0;220029.0;-14322.0;22161.5;-142952.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
821;2015-04-02;28752;1480437.5;100392.0;1886325.5;98775.5;20443.5;220148.5;-14431.0;21689.0;-100861.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
822;2015-04-03;28752;1436067.5;55663.5;1890959.5;30045.5;18315.0;230254.0;-12724.0;21219.0;-45615.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
823;2015-04-04;28752;1311813.0;31514.0;1820586.0;59302.0;14646.5;199410.0;-22961.0;21715.0;-60347.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
824;2015-04-05;28752;1263297.0;30184.0;1761502.5;74000.5;30996.5;182724.0;-27976.0;21745.5;-57830.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
825;2015-04-06;28752;1273752.5;31666.0;1798559.0;48906.0;32494.0;175452.0;-20274.0;20479.0;-61455.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
826;2015-04-07;28752;1400429.0;95031.5;1845721.5;45229.5;33545.5;198812.5;-13290.0;19618.5;-72173.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
827;2015-04-08;28752;1375869.0;106126.5;1857318.0;26497.5;33885.5;196033.5;-15526.5;19519.0;-95942.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
828;2015-04-09;28752;1318577.5;109096.0;1823726.5;26375.0;32436.0;193424.0;-13115.0;19695.0;-121022.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
829;2015-04-10;28752;1267981.5;63645.5;1850655.5;46032.0;26821.5;196825.0;-10519.0;19933.5;-173364.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
830;2015-04-11;28752;1139880.5;23365.0;1746542.0;67643.5;20790.5;169782.5;-25427.0;19470.5;-130246.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
831;2015-04-12;28752;1065005.0;21801.5;1717122.0;15810.5;32547.5;149383.5;-36323.0;18659.5;-101953.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
832;2015-04-13;28752;1194560.0;89450.5;1774945.5;11814.5;32984.5;174833.0;-15042.5;17860.0;-140250.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
833;2015-04-14;28752;1191040.0;68051.5;1778800.5;18692.0;33401.5;183372.0;-12865.0;17267.5;-143626.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
834;2015-04-15;28752;1173399.5;69053.0;1782917.0;26913.5;29950.5;196312.0;-13603.0;17928.0;-184028.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
835;2015-04-16;28752;1173624.0;68845.0;1762269.0;33580.0;16428.5;200640.5;-13164.0;19076.5;-162014.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
836;2015-04-17;28752;1177719.0;65316.5;1774428.0;43915.5;14367.5;200561.0;-12896.5;19353.0;-175268.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
837;2015-04-18;28752;1069591.5;24722.0;1743242.5;98313.0;25624.0;176817.0;-32886.5;19696.5;-233894.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
838;2015-04-19;28752;1023758.0;26489.0;1657963.5;78227.0;20243.5;158016.0;-30922.5;18771.5;-152995.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
839;2015-04-20;28752;1185103.5;65933.5;1746589.0;43349.0;27546.5;193133.5;-13308.5;18182.0;-144283.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
840;2015-04-21;28752;1189472.5;68144.5;1759298.5;53132.0;35190.0;181341.5;-12154.5;18402.0;-161815.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
841;2015-04-22;28752;1179609.0;56174.5;1783110.0;77796.0;27965.5;171565.5;-13585.5;18691.0;-190070.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
842;2015-04-23;28752;1179751.0;50550.0;1815936.5;31275.5;26103.0;179064.0;-11924.5;18817.0;-178033.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
843;2015-04-24;28752;1166337.5;34333.0;1807697.5;14445.0;28524.5;194391.5;-11889.0;19217.5;-168339.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
844;2015-04-25;28752;1037826.5;32757.5;1741138.0;27774.0;18235.0;152357.0;-20737.0;19387.0;-181058.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
845;2015-04-26;28752;986691.5;31094.5;1703601.0;26368.0;15482.0;140845.0;-31512.0;19927.5;-167079.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
846;2015-04-27;28752;1191373.5;30316.5;1794590.5;75807.5;13848.5;186692.0;-17873.5;19026.0;-158982.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
847;2015-04-28;28752;1247211.5;52292.0;1799805.5;47442.0;27998.0;215863.5;-18561.0;18442.5;-144043.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
848;2015-04-29;28752;1261510.0;49538.5;1799904.0;33549.0;28488.5;220147.0;-12649.0;18641.0;-124089.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
849;2015-04-30;28752;1263409.5;51327.0;1809095.0;38522.5;24240.0;227546.0;-9205.5;19990.5;-146065.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2304
850;2015-05-01;28752;1076475.0;28048.5;1752470.5;55444.0;9398.5;210190.5;-32559.5;20708.0;-215196.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
851;2015-05-02;28752;1086817.5;24616.0;1740586.0;29821.5;18484.5;223715.5;-15835.5;20353.5;-202870.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
852;2015-05-03;28752;1016244.0;20826.5;1656937.0;81020.0;17807.0;208556.0;-52990.5;19553.0;-183446.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
853;2015-05-04;28752;1165858.5;36837.5;1695880.0;55758.5;17397.0;232643.0;-19553.0;19566.5;-120649.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
854;2015-05-05;28752;1167082.5;27315.0;1716020.0;139353.5;21489.5;209357.5;-25594.0;19476.0;-188293.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
855;2015-05-06;28752;1183169.5;22646.0;1723187.5;123921.0;29380.5;229414.5;-24214.0;20314.5;-189416.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
856;2015-05-07;28752;1187163.0;26938.0;1739292.0;30280.0;31751.5;249839.5;-19793.5;20908.5;-139997.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
857;2015-05-08;28752;1026593.5;22988.5;1718206.0;33103.5;21419.0;229510.5;-14332.5;21357.0;-253623.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
858;2015-05-09;28752;999660.5;22500.0;1628714.0;91618.0;27388.5;206083.0;-41376.0;21284.0;-204505.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
859;2015-05-10;28752;943526.0;21488.5;1550485.5;19933.5;34637.5;207603.5;-41621.5;21155.5;-118124.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
860;2015-05-11;28752;1112136.0;22247.5;1725549.0;24651.5;32464.0;245109.5;-16808.5;20564.0;-189617.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
861;2015-05-12;28752;1136460.5;21161.0;1750639.0;37361.0;30688.5;236209.5;-16984.5;20806.5;-191358.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
862;2015-05-13;28752;1140133.0;22008.5;1739268.5;28261.0;28346.5;253169.0;-15090.0;20942.0;-184732.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
863;2015-05-14;28752;998874.5;21120.0;1688737.5;48907.0;21131.0;208667.0;-29158.5;21179.5;-229661.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
864;2015-05-15;28752;1081430.0;20962.0;1757579.5;52452.5;22413.5;237545.5;-16302.5;20371.5;-261538.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
865;2015-05-16;28752;1026889.5;21582.0;1682369.0;51498.5;23826.5;210383.0;-37157.0;20800.0;-194326.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
866;2015-05-17;28752;955780.0;21383.0;1569124.5;26058.5;32667.0;196065.0;-38789.5;20849.5;-119512.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
867;2015-05-18;28752;1130758.5;20091.5;1759579.0;55535.0;33458.0;218128.0;-14655.5;19667.5;-208979.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
868;2015-05-19;28752;1179799.5;24650.0;1776978.5;91858.5;20556.5;220110.5;-11526.0;19809.0;-210607.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
869;2015-05-20;28752;1205799.0;21148.5;1797132.0;50010.5;28836.5;228465.0;-6849.0;19507.0;-180410.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
870;2015-05-21;28752;1210168.5;20465.5;1810574.0;39827.5;31913.0;227875.0;-10076.0;20439.5;-178790.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
871;2015-05-22;28752;1180218.0;24288.0;1813898.0;37651.0;33361.0;225605.0;-9417.0;20789.5;-213898.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
872;2015-05-23;28752;1032137.0;20333.5;1731752.5;44691.0;25583.5;186751.0;-14931.5;21017.5;-231007.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
873;2015-05-24;28752;939102.0;20622.5;1666400.5;25373.5;27391.5;153472.5;-38172.0;21130.5;-185078.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
874;2015-05-25;28752;978290.0;20031.5;1753765.0;36687.5;23803.0;157131.5;-24080.5;20306.0;-257317.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
875;2015-05-26;28752;1141807.0;18690.0;1847086.0;41681.5;26137.0;199793.0;-16123.5;19961.0;-243357.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
876;2015-05-27;28752;1158567.5;18947.5;1852368.0;23953.0;35898.0;190611.5;-16688.5;20350.5;-214829.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
877;2015-05-28;28752;1162162.5;18613.5;1828691.0;37895.0;34525.0;183009.5;-16642.0;20868.0;-192730.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
878;2015-05-29;28752;1149508.5;25742.0;1815573.0;49479.0;29897.5;188485.5;-19132.5;21056.5;-209532.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
879;2015-05-30;28752;1012668.0;17774.5;1723404.5;34077.0;28373.0;150866.0;-37902.0;21314.0;-173187.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
880;2015-05-31;28752;947146.5;18285.5;1599386.0;80554.0;28108.0;131076.5;-46560.0;21165.5;-132826.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;2880
881;2015-06-01;28752;1129526.5;21804.5;1751927.5;32284.0;25455.0;178059.5;-16951.0;20108.0;-131110.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
882;2015-06-02;28752;1164502.0;17153.5;1772474.5;115574.5;31813.5;156430.0;-26403.5;19912.5;-170397.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
883;2015-06-03;28752;1167546.5;16890.0;1814172.0;31485.5;33070.5;191368.0;-18309.0;19866.5;-168948.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
884;2015-06-04;28752;1176675.0;21352.0;1824537.0;21641.0;36054.5;193170.5;-14075.5;20222.5;-174202.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
885;2015-06-05;28752;1170655.0;27883.5;1799886.0;36449.0;34526.0;198878.5;-18429.5;19578.5;-176074.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
886;2015-06-06;28752;1014271.5;18529.0;1720435.0;29268.0;33599.0;160883.5;-37677.0;19949.0;-178647.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
887;2015-06-07;28752;934414.0;18921.5;1613060.5;47161.0;33461.5;142640.0;-41169.5;19760.5;-147380.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
888;2015-06-08;28752;1116416.5;28163.5;1757816.5;104035.5;33627.0;183432.0;-16953.0;19382.0;-241023.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
889;2015-06-09;28752;1147065.5;30013.5;1785290.5;119296.0;29643.5;180334.0;-13784.0;19460.5;-251154.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
890;2015-06-10;28752;1150920.5;19591.0;1809019.5;96201.0;20515.5;192525.5;-16276.5;19222.5;-237849.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
891;2015-06-11;28752;1166659.5;31170.0;1830427.5;44887.0;27829.0;208101.5;-16064.0;19044.5;-226707.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
892;2015-06-12;28752;1143028.5;21204.5;1820129.5;42072.0;18807.0;207796.0;-19176.0;19287.0;-215060.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
893;2015-06-13;28752;996069.5;18721.5;1728078.0;26898.0;26785.0;192107.5;-23706.5;19973.5;-240753.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
894;2015-06-14;28752;925966.0;18252.5;1653817.0;24024.5;22425.5;186644.0;-41246.0;19590.0;-205515.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
895;2015-06-15;28752;1105518.0;18994.0;1785314.5;29835.0;23203.0;226327.5;-11042.5;19422.0;-234507.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
896;2015-06-16;28752;1133844.0;19721.0;1812257.5;46774.5;22070.0;219226.5;-20994.5;18785.0;-231953.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
897;2015-06-17;28752;1139667.0;23507.0;1772744.0;45546.5;36691.5;236954.0;-17398.0;19157.5;-225510.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
898;2015-06-18;28752;1152802.5;29755.0;1738204.0;47408.5;28041.0;232667.5;-16690.0;20076.5;-174632.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
899;2015-06-19;28752;1123462.5;19618.0;1793415.5;38987.5;31661.5;215655.5;-17751.0;20869.0;-226953.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
900;2015-06-20;28752;992829.0;19417.5;1772219.0;26099.5;34625.0;176649.0;-26036.5;21051.5;-279183.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
901;2015-06-21;28752;924475.0;20501.5;1709628.0;38154.5;33338.5;146929.5;-38490.5;20497.5;-254029.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
902;2015-06-22;28752;1121849.0;24359.5;1799466.5;46034.5;31702.0;202924.5;-13888.5;20050.5;-236767.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
903;2015-06-23;28752;1148898.0;21826.0;1820613.5;32535.0;32933.5;188551.0;-15924.5;20625.5;-200242.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
904;2015-06-24;28752;1151412.0;21052.0;1818623.5;9905.0;38383.0;190992.0;-16945.5;20517.5;-179095.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
905;2015-06-25;28752;1161854.0;24673.5;1821201.5;4931.5;37059.0;194654.0;-18101.5;20834.0;-171394.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
906;2015-06-26;28752;1159969.0;19587.5;1842750.5;17994.5;35755.5;198470.0;-16208.5;21124.0;-207496.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
907;2015-06-27;28752;1021989.0;19040.5;1769810.5;37120.0;31774.0;155776.0;-28526.5;21321.5;-232290.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
908;2015-06-28;28752;954793.0;20636.5;1690133.5;17073.5;37668.5;128052.0;-27792.5;20924.0;-179882.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
909;2015-06-29;28752;1151303.5;34967.0;1802610.5;14097.5;36394.0;166279.5;-14529.0;19691.0;-156173.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
910;2015-06-30;28752;1202830.0;37675.0;1818100.5;30460.5;36373.5;158034.5;-15272.5;19096.0;-129596.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;3456
911;2015-07-01;28752;1220421.5;53206.5;1798588.5;48667.5;34362.5;159407.5;-16651.0;17508.5;-122616.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
912;2015-07-02;28752;1225544.0;55182.5;1805631.5;34517.0;29072.0;152408.5;-16919.5;18657.0;-100945.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
913;2015-07-03;28752;1219115.0;49579.5;1820048.0;35927.5;32845.0;171254.5;-16047.5;18815.5;-141240.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
914;2015-07-04;28752;1083997.5;19778.5;1793282.5;34462.0;33393.0;142100.0;-24800.0;19980.0;-182141.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
915;2015-07-05;28752;985922.0;20134.5;1737524.0;32947.0;31080.5;123874.5;-29228.5;20485.5;-198845.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
916;2015-07-06;28752;1179298.5;63429.0;1782109.5;11468.5;35513.5;172306.5;-13169.0;20129.5;-140452.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
917;2015-07-07;28752;1218391.0;65475.0;1826887.5;50404.0;30175.0;168614.0;-14755.5;20283.5;-176617.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
918;2015-07-08;28752;1184956.0;24573.5;1852646.5;95667.5;27530.0;147833.5;-16644.5;20881.5;-215484.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
919;2015-07-09;28752;1175545.0;29077.5;1871969.5;38346.5;35300.0;146510.0;-18470.0;21576.5;-196720.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
920;2015-07-10;28752;1170973.5;23729.5;1870892.5;37743.0;37331.5;149927.5;-15090.0;21361.0;-202878.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
921;2015-07-11;28752;1043653.0;21747.5;1836351.5;57705.5;31584.0;111789.5;-26154.5;21769.5;-259084.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
922;2015-07-12;28752;957395.5;21306.0;1799844.0;36952.5;32079.5;94151.0;-27946.5;22626.5;-269552.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
923;2015-07-13;28752;1071398.0;30547.0;1892627.5;49586.0;31690.5;135104.0;-12089.5;21937.0;-325955.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
924;2015-07-14;28752;1005439.0;19715.5;1888228.5;46933.0;32451.0;111076.5;-21895.5;21567.0;-340603.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
925;2015-07-15;28752;1176581.0;65295.0;1908790.5;13247.0;33655.5;137664.0;-15003.0;21053.0;-236088.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
926;2015-07-16;28752;1215125.5;84540.0;1892773.0;30103.5;32056.0;146036.0;-14001.0;20559.0;-224896.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
927;2015-07-17;28752;1203990.0;57881.0;1881748.5;47595.0;30889.0;135874.5;-17125.0;20742.0;-201571.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
928;2015-07-18;28752;1052959.5;40025.0;1791602.0;14540.5;27587.5;110386.5;-22978.0;21215.5;-177362.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
929;2015-07-19;28752;962978.0;19057.0;1741744.0;43821.0;26083.0;96913.5;-21988.0;21251.5;-211853.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
930;2015-07-20;28752;1162007.0;60045.5;1807166.0;38040.5;28117.5;133231.0;-10275.5;20282.5;-162563.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
931;2015-07-21;28752;1206664.5;67223.5;1825646.0;21910.5;30192.0;120533.0;-9965.0;20431.5;-117266.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
932;2015-07-22;28752;1191916.0;82020.0;1812870.5;28074.5;23240.5;131339.0;-6104.5;21471.0;-148933.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
933;2015-07-23;28752;1175279.5;78124.0;1826476.5;20960.0;32375.5;123068.5;-9715.5;21741.5;-165704.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
934;2015-07-24;28752;1157643.5;68692.5;1832050.5;42132.0;26655.5;117124.5;-8564.5;21822.0;-190226.5;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
935;2015-07-25;28752;1005203.0;19760.5;1736738.0;105981.0;28733.0;111892.5;-24849.0;22119.5;-243127.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
936;2015-07-26;28752;929730.5;19687.0;1672813.5;57739.0;25558.5;100872.5;-25448.0;22331.0;-191766.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
937;2015-07-27;28752;1090354.5;21493.5;1813862.5;134929.5;25486.0;122539.0;-12911.0;21478.0;-284468.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
938;2015-07-28;28752;1114392.0;21905.5;1846305.0;83456.0;26921.5;116418.0;-12377.5;21537.5;-237716.0;4847.039999999999;17786.88;5523.84;83.52;7200.0;15330.24;1160640;4032
